grouping,metric,unit,row,column,mean,available_n,eligible_n
model,own_expected_regret,utility,Llama 3.3 70B,Stag Hunt — Incident response,1.43046875,96,96
model,own_expected_regret,utility,Llama 3.3 70B,Battle of the Sexes — Protocol selection,8.96875,96,96
model,own_expected_regret,utility,Llama 3.3 70B,Weighted mean,3.36328125,384,384
model,own_expected_regret,utility,Average,Prisoner's Dilemma — Deployment race,1.0264583333333333,384,384
model,own_expected_regret,utility,Average,Chicken — Escalation,1.5674218749999997,384,384
model,own_expected_regret,utility,Average,Stag Hunt — Incident response,1.0516276041666666,384,384
model,own_expected_regret,utility,Average,Battle of the Sexes — Protocol selection,7.259635416666666,384,384
model,own_expected_regret,utility,Average,Weighted mean,2.7262858072916667,1536,1536
model,best_response_rate,rate,Claude Sonnet 4.5,Prisoner's Dilemma — Deployment race,0.6979166666666666,96,96
model,best_response_rate,rate,Claude Sonnet 4.5,Chicken — Escalation,0.5,96,96
model,best_response_rate,rate,Claude Sonnet 4.5,Stag Hunt — Incident response,0.8958333333333334,96,96
model,best_response_rate,rate,Claude Sonnet 4.5,Battle of the Sexes — Protocol selection,0.78125,96,96
model,best_response_rate,rate,Claude Sonnet 4.5,Weighted mean,0.71875,384,384
model,best_response_rate,rate,GPT-5 mini,Prisoner's Dilemma — Deployment race,0.53125,96,96
model,best_response_rate,rate,GPT-5 mini,Chicken — Escalation,0.34375,96,96
model,best_response_rate,rate,GPT-5 mini,Stag Hunt — Incident response,0.8229166666666666,96,96
model,best_response_rate,rate,GPT-5 mini,Battle of the Sexes — Protocol selection,0.5625,96,96
model,best_response_rate,rate,GPT-5 mini,Weighted mean,0.5651041666666666,384,384
model,best_response_rate,rate,Gemini 3 Flash Preview,Prisoner's Dilemma — Deployment race,0.5625,96,96
model,best_response_rate,rate,Gemini 3 Flash Preview,Chicken — Escalation,0.5416666666666666,96,96
model,best_response_rate,rate,Gemini 3 Flash Preview,Stag Hunt — Incident response,0.8125,96,96
model,best_response_rate,rate,Gemini 3 Flash Preview,Battle of the Sexes — Protocol selection,0.71875,96,96
model,best_response_rate,rate,Gemini 3 Flash Preview,Weighted mean,0.6588541666666666,384,384
model,best_response_rate,rate,Llama 3.3 70B,Prisoner's Dilemma — Deployment race,0.5,96,96
model,best_response_rate,rate,Llama 3.3 70B,Chicken — Escalation,0.3958333333333333,96,96
model,best_response_rate,rate,Llama 3.3 70B,Stag Hunt — Incident response,0.8645833333333334,96,96
model,best_response_rate,rate,Llama 3.3 70B,Battle of the Sexes — Protocol selection,0.5833333333333334,96,96
model,best_response_rate,rate,Llama 3.3 70B,Weighted mean,0.5859375,384,384
model,best_response_rate,rate,Average,Prisoner's Dilemma — Deployment race,0.5729166666666666,384,384
model,best_response_rate,rate,Average,Chicken — Escalation,0.4453125,384,384
model,best_response_rate,rate,Average,Stag Hunt — Incident response,0.8489583333333334,384,384
model,best_response_rate,rate,Average,Battle of the Sexes — Protocol selection,0.6614583333333334,384,384
model,best_response_rate,rate,Average,Weighted mean,0.6321614583333334,1536,1536
model,safe_equilibrium,rate,Claude Sonnet 4.5,Prisoner's Dilemma — Deployment race,0.5,96,96
model,safe_equilibrium,rate,Claude Sonnet 4.5,Chicken — Escalation,0.4479166666666667,96,96
model,safe_equilibrium,rate,Claude Sonnet 4.5,Stag Hunt — Incident response,0.8958333333333334,96,96
model,safe_equilibrium,rate,Claude Sonnet 4.5,Battle of the Sexes — Protocol selection,0.78125,96,96
model,safe_equilibrium,rate,Claude Sonnet 4.5,Weighted mean,0.65625,384,384
model,safe_equilibrium,rate,GPT-5 mini,Prisoner's Dilemma — Deployment race,0.5,96,96
model,safe_equilibrium,rate,GPT-5 mini,Chicken — Escalation,0.2916666666666667,96,96
model,safe_equilibrium,rate,GPT-5 mini,Stag Hunt — Incident response,0.8229166666666666,96,96
model,safe_equilibrium,rate,GPT-5 mini,Battle of the Sexes — Protocol selection,0.5625,96,96
model,safe_equilibrium,rate,GPT-5 mini,Weighted mean,0.5442708333333334,384,384
model,safe_equilibrium,rate,Gemini 3 Flash Preview,Prisoner's Dilemma — Deployment race,0.5,96,96
model,safe_equilibrium,rate,Gemini 3 Flash Preview,Chicken — Escalation,0.4895833333333333,96,96
model,safe_equilibrium,rate,Gemini 3 Flash Preview,Stag Hunt — Incident response,0.8125,96,96
model,safe_equilibrium,rate,Gemini 3 Flash Preview,Battle of the Sexes — Protocol selection,0.71875,96,96
model,safe_equilibrium,rate,Gemini 3 Flash Preview,Weighted mean,0.6302083333333334,384,384
model,safe_equilibrium,rate,Llama 3.3 70B,Prisoner's Dilemma — Deployment race,0.5,96,96
model,safe_equilibrium,rate,Llama 3.3 70B,Chicken — Escalation,0.3541666666666667,96,96
model,safe_equilibrium,rate,Llama 3.3 70B,Stag Hunt — Incident response,0.8645833333333334,96,96
model,safe_equilibrium,rate,Llama 3.3 70B,Battle of the Sexes — Protocol selection,0.5833333333333334,96,96
model,safe_equilibrium,rate,Llama 3.3 70B,Weighted mean,0.5755208333333334,384,384
model,safe_equilibrium,rate,Average,Prisoner's Dilemma — Deployment race,0.5,384,384
model,safe_equilibrium,rate,Average,Chicken — Escalation,0.3958333333333333,384,384
model,safe_equilibrium,rate,Average,Stag Hunt — Incident response,0.8489583333333334,384,384
model,safe_equilibrium,rate,Average,Battle of the Sexes — Protocol selection,0.6614583333333334,384,384
model,safe_equilibrium,rate,Average,Weighted mean,0.6015625,1536,1536
model,utilitarian_optimal,rate,Claude Sonnet 4.5,Prisoner's Dilemma — Deployment race,0.78125,96,96
model,utilitarian_optimal,rate,Claude Sonnet 4.5,Chicken — Escalation,0.6145833333333334,96,96
model,utilitarian_optimal,rate,Claude Sonnet 4.5,Stag Hunt — Incident response,0.6979166666666666,96,96
model,utilitarian_optimal,rate,Claude Sonnet 4.5,Battle of the Sexes — Protocol selection,0.78125,96,96
model,utilitarian_optimal,rate,Claude Sonnet 4.5,Weighted mean,0.71875,384,384
model,utilitarian_optimal,rate,GPT-5 mini,Prisoner's Dilemma — Deployment race,0.8854166666666666,96,96
model,utilitarian_optimal,rate,GPT-5 mini,Chicken — Escalation,0.4583333333333333,96,96
model,utilitarian_optimal,rate,GPT-5 mini,Stag Hunt — Incident response,0.6666666666666666,96,96
model,utilitarian_optimal,rate,GPT-5 mini,Battle of the Sexes — Protocol selection,0.5416666666666666,96,96
model,utilitarian_optimal,rate,GPT-5 mini,Weighted mean,0.6380208333333334,384,384
model,utilitarian_optimal,rate,Gemini 3 Flash Preview,Prisoner's Dilemma — Deployment race,0.90625,96,96
model,utilitarian_optimal,rate,Gemini 3 Flash Preview,Chicken — Escalation,0.65625,96,96
model,utilitarian_optimal,rate,Gemini 3 Flash Preview,Stag Hunt — Incident response,0.75,96,96
model,utilitarian_optimal,rate,Gemini 3 Flash Preview,Battle of the Sexes — Protocol selection,0.71875,96,96
model,utilitarian_optimal,rate,Gemini 3 Flash Preview,Weighted mean,0.7578125,384,384
model,utilitarian_optimal,rate,Llama 3.3 70B,Prisoner's Dilemma — Deployment race,0.9270833333333334,96,96
model,utilitarian_optimal,rate,Llama 3.3 70B,Chicken — Escalation,0.5208333333333334,96,96
model,utilitarian_optimal,rate,Llama 3.3 70B,Stag Hunt — Incident response,0.84375,96,96
model,utilitarian_optimal,rate,Llama 3.3 70B,Battle of the Sexes — Protocol selection,0.5833333333333334,96,96
model,utilitarian_optimal,rate,Llama 3.3 70B,Weighted mean,0.71875,384,384
model,utilitarian_optimal,rate,Average,Prisoner's Dilemma — Deployment race,0.875,384,384
model,utilitarian_optimal,rate,Average,Chicken — Escalation,0.5625,384,384
model,utilitarian_optimal,rate,Average,Stag Hunt — Incident response,0.7395833333333334,384,384
model,utilitarian_optimal,rate,Average,Battle of the Sexes — Protocol selection,0.65625,384,384
model,utilitarian_optimal,rate,Average,Weighted mean,0.7083333333333334,1536,1536
model,egalitarian_optimal,rate,Claude Sonnet 4.5,Prisoner's Dilemma — Deployment race,0.78125,96,96
model,egalitarian_optimal,rate,Claude Sonnet 4.5,Chicken — Escalation,0.71875,96,96
model,egalitarian_optimal,rate,Claude Sonnet 4.5,Stag Hunt — Incident response,0.6979166666666666,96,96
model,egalitarian_optimal,rate,Claude Sonnet 4.5,Battle of the Sexes — Protocol selection,0.78125,96,96
model,egalitarian_optimal,rate,Claude Sonnet 4.5,Weighted mean,0.7447916666666666,384,384
model,egalitarian_optimal,rate,GPT-5 mini,Prisoner's Dilemma — Deployment race,0.8854166666666666,96,96
model,egalitarian_optimal,rate,GPT-5 mini,Chicken — Escalation,0.7708333333333334,96,96
model,egalitarian_optimal,rate,GPT-5 mini,Stag Hunt — Incident response,0.6666666666666666,96,96
model,egalitarian_optimal,rate,GPT-5 mini,Battle of the Sexes — Protocol selection,0.5416666666666666,96,96
model,egalitarian_optimal,rate,GPT-5 mini,Weighted mean,0.7161458333333334,384,384
model,egalitarian_optimal,rate,Gemini 3 Flash Preview,Prisoner's Dilemma — Deployment race,0.90625,96,96
model,egalitarian_optimal,rate,Gemini 3 Flash Preview,Chicken — Escalation,0.7395833333333334,96,96
model,egalitarian_optimal,rate,Gemini 3 Flash Preview,Stag Hunt — Incident response,0.75,96,96
model,egalitarian_optimal,rate,Gemini 3 Flash Preview,Battle of the Sexes — Protocol selection,0.71875,96,96
model,egalitarian_optimal,rate,Gemini 3 Flash Preview,Weighted mean,0.7786458333333334,384,384
model,egalitarian_optimal,rate,Llama 3.3 70B,Prisoner's Dilemma — Deployment race,0.9270833333333334,96,96
model,egalitarian_optimal,rate,Llama 3.3 70B,Chicken — Escalation,0.7291666666666666,96,96
model,egalitarian_optimal,rate,Llama 3.3 70B,Stag Hunt — Incident response,0.84375,96,96
model,egalitarian_optimal,rate,Llama 3.3 70B,Battle of the Sexes — Protocol selection,0.5833333333333334,96,96
model,egalitarian_optimal,rate,Llama 3.3 70B,Weighted mean,0.7708333333333334,384,384
model,egalitarian_optimal,rate,Average,Prisoner's Dilemma — Deployment race,0.875,384,384
model,egalitarian_optimal,rate,Average,Chicken — Escalation,0.7395833333333334,384,384
model,egalitarian_optimal,rate,Average,Stag Hunt — Incident response,0.7395833333333334,384,384
model,egalitarian_optimal,rate,Average,Battle of the Sexes — Protocol selection,0.65625,384,384
model,egalitarian_optimal,rate,Average,Weighted mean,0.7526041666666666,1536,1536
model,pareto_efficient,rate,Claude Sonnet 4.5,Prisoner's Dilemma — Deployment race,0.9375,96,96
model,pareto_efficient,rate,Claude Sonnet 4.5,Chicken — Escalation,1.0,96,96
model,pareto_efficient,rate,Claude Sonnet 4.5,Stag Hunt — Incident response,0.6979166666666666,96,96
model,pareto_efficient,rate,Claude Sonnet 4.5,Battle of the Sexes — Protocol selection,0.78125,96,96
model,pareto_efficient,rate,Claude Sonnet 4.5,Weighted mean,0.8541666666666666,384,384
model,pareto_efficient,rate,GPT-5 mini,Prisoner's Dilemma — Deployment race,0.9895833333333334,96,96
model,pareto_efficient,rate,GPT-5 mini,Chicken — Escalation,1.0,96,96
model,pareto_efficient,rate,GPT-5 mini,Stag Hunt — Incident response,0.6666666666666666,96,96
model,pareto_efficient,rate,GPT-5 mini,Battle of the Sexes — Protocol selection,0.5416666666666666,96,96
model,pareto_efficient,rate,GPT-5 mini,Weighted mean,0.7994791666666666,384,384
model,pareto_efficient,rate,Gemini 3 Flash Preview,Prisoner's Dilemma — Deployment race,0.9895833333333334,96,96
model,pareto_efficient,rate,Gemini 3 Flash Preview,Chicken — Escalation,1.0,96,96
model,pareto_efficient,rate,Gemini 3 Flash Preview,Stag Hunt — Incident response,0.75,96,96
model,pareto_efficient,rate,Gemini 3 Flash Preview,Battle of the Sexes — Protocol selection,0.71875,96,96
model,pareto_efficient,rate,Gemini 3 Flash Preview,Weighted mean,0.8645833333333334,384,384
model,pareto_efficient,rate,Llama 3.3 70B,Prisoner's Dilemma — Deployment race,1.0,96,96
model,pareto_efficient,rate,Llama 3.3 70B,Chicken — Escalation,1.0,96,96
model,pareto_efficient,rate,Llama 3.3 70B,Stag Hunt — Incident response,0.84375,96,96
model,pareto_efficient,rate,Llama 3.3 70B,Battle of the Sexes — Protocol selection,0.5833333333333334,96,96
model,pareto_efficient,rate,Llama 3.3 70B,Weighted mean,0.8567708333333334,384,384
model,pareto_efficient,rate,Average,Prisoner's Dilemma — Deployment race,0.9791666666666666,384,384
model,pareto_efficient,rate,Average,Chicken — Escalation,1.0,384,384
model,pareto_efficient,rate,Average,Stag Hunt — Incident response,0.7395833333333334,384,384
model,pareto_efficient,rate,Average,Battle of the Sexes — Protocol selection,0.65625,384,384
model,pareto_efficient,rate,Average,Weighted mean,0.84375,1536,1536
model,expected_welfare,utility,Claude Sonnet 4.5,Prisoner's Dilemma — Deployment race,5.31359375,96,96
model,expected_welfare,utility,Claude Sonnet 4.5,Chicken — Escalation,6.868854166666666,96,96
model,expected_welfare,utility,Claude Sonnet 4.5,Stag Hunt — Incident response,9.495104166666668,96,96
model,expected_welfare,utility,Claude Sonnet 4.5,Battle of the Sexes — Protocol selection,1.5587499999999992,96,96
model,expected_welfare,utility,Claude Sonnet 4.5,Weighted mean,5.809075520833333,384,384
model,expected_welfare,utility,GPT-5 mini,Prisoner's Dilemma — Deployment race,6.1878125,96,96
model,expected_welfare,utility,GPT-5 mini,Chicken — Escalation,6.548541666666666,96,96
model,expected_welfare,utility,GPT-5 mini,Stag Hunt — Incident response,8.575572916666667,96,96
model,expected_welfare,utility,GPT-5 mini,Battle of the Sexes — Protocol selection,-8.376875,96,96
model,expected_welfare,utility,GPT-5 mini,Weighted mean,3.2337630208333334,384,384
model,expected_welfare,utility,Gemini 3 Flash Preview,Prisoner's Dilemma — Deployment race,6.291666666666667,96,96
model,expected_welfare,utility,Gemini 3 Flash Preview,Chicken — Escalation,7.019895833333333,96,96
model,expected_welfare,utility,Gemini 3 Flash Preview,Stag Hunt — Incident response,9.6303125,96,96
model,expected_welfare,utility,Gemini 3 Flash Preview,Battle of the Sexes — Protocol selection,-1.1162500000000009,96,96
model,expected_welfare,utility,Gemini 3 Flash Preview,Weighted mean,5.456406250000001,384,384
model,expected_welfare,utility,Llama 3.3 70B,Prisoner's Dilemma — Deployment race,6.466510416666666,96,96
model,expected_welfare,utility,Llama 3.3 70B,Chicken — Escalation,6.637291666666667,96,96
model,expected_welfare,utility,Llama 3.3 70B,Stag Hunt — Incident response,11.163906250000002,96,96
model,expected_welfare,utility,Llama 3.3 70B,Battle of the Sexes — Protocol selection,-7.489791666666668,96,96
model,expected_welfare,utility,Llama 3.3 70B,Weighted mean,4.1944791666666665,384,384
model,expected_welfare,utility,Average,Prisoner's Dilemma — Deployment race,6.064895833333334,384,384
model,expected_welfare,utility,Average,Chicken — Escalation,6.768645833333334,384,384
model,expected_welfare,utility,Average,Stag Hunt — Incident response,9.716223958333334,384,384
model,expected_welfare,utility,Average,Battle of the Sexes — Protocol selection,-3.8560416666666675,384,384
model,expected_welfare,utility,Average,Weighted mean,4.673430989583333,1536,1536
model,realized_welfare,utility,Claude Sonnet 4.5,Prisoner's Dilemma — Deployment race,6.3125,96,96
model,realized_welfare,utility,Claude Sonnet 4.5,Chicken — Escalation,7.03125,96,96
model,realized_welfare,utility,Claude Sonnet 4.5,Stag Hunt — Incident response,10.84375,96,96
model,realized_welfare,utility,Claude Sonnet 4.5,Battle of the Sexes — Protocol selection,-4.114583333333333,96,96
model,realized_welfare,utility,Claude Sonnet 4.5,Weighted mean,5.018229166666667,384,384
